14000.00	МУ39
16000.00	МУ40
18000.00	МУ41
15000.00	МУ17
7500.00	МУ18
8500.00	МУ19
8500.00	МУ20
9500.00	МУ21
350.00	МУ28
18000.00	МУ29
12500.00	МУ47
14500.00	МУ46
16500.00	МУ48
1000.00	МУ52
500.00	МУ51
10500.00	МУ49
22900.00	МУ50
5500.00	МУ30
4000.00	МУ31
1000.00	МУ43
1500.00	МУ42
1600.00	КВ1
5000.00	КВ135
4000.00	КВ96
5000.00	КВ98
4000.00	КВ109
8000.00	КВ6
5000.00	КВ110
5000.00	КВ97
2000.00	КВ120
1800.00	КВ133
500.00	КВ105
3500.00	КВ118
3000.00	КВ119
2200.00	КВ7
2500.00	КВ8
1500.00	КВ9
1500.00	КВ11
1500.00	КВ80
2000.00	КВ14
1500.00	КВ81
3000.00	КВ106
2400.00	КВ123
2000.00	КВ20
2500.00	КВ142
2000.00	КВ132
2500.00	КВ114
2000.00	КВ116
2600.00	КВ26
3000.00	КВ115
2700.00	КВ117
2600.00	КВ23
2600.00	КВ24
2100.00	КВ25
2000.00	КВ28
15000.00	КВ86
10000.00	КВ85
2500.00	КВ30
2000.00	КВ31
1700.00	КВ82
1800.00	КВ33
2000.00	КВ137
1800.00	КВ34
1500.00	КВ93
3000.00	КВ84
2800.00	КВ88
2800.00	КВ139
2800.00	КВ138
1500.00	КВ94
1500.00	КВ95
1800.00	КВ35
1800.00	КВ36
1500.00	КВ37
3000.00	КВ38
2000.00	КВ91
2000.00	КВ40
1800.00	КВ39
3000.00	КВ87
3000.00	КВ41
2800.00	КВ42
5500.00	КВ43
1500.00	КВ90
2000.00	КВ46
2500.00	КВ124
2500.00	КВ112
2500.00	КВ47
2500.00	КВ48
2500.00	КВ102
3000.00	КВ50
2000.00	КВ51
1700.00	КВ83
1500.00	КВ52
1500.00	КВ53
2000.00	КВ136
1800.00	КВ56
2000.00	КВ17
1600.00	КВ18
3000.00	КВ58
4000.00	КВ59
4500.00	КВ101
3000.00	КВ113
4000.00	КВ60
4500.00	КВ107
5000.00	КВ61
2800.00	КВ131
2000.00	КВ104
2800.00	КВ140
2800.00	КВ141
5500.00	КВ62
3000.00	КВ111
3000.00	КВ63
2800.00	КВ64
4000.00	КВ65
3000.00	КВ128
3000.00	КВ67
4000.00	КВ126
3000.00	КВ125
4000.00	КВ66
4000.00	КВ130
3000.00	КВ89
4000.00	КВ129
5000.00	КВ122
2000.00	КВ69
1500.00	КВ68
2000.00	КВ70
2000.00	КВ92
2000.00	КВ72
2000.00	КВ73
2000.00	КВ74
2000.00	КВ75
2000.00	КВ77
2000.00	КВ134
3000.00	КВ79
3500.00	КВ103
400.00	З3
640.00	З4
600.00	З017
200.00	З2
320.00	З1
290.00	З5
1700.00	У1
2200.00	У2
3500.00	У58
3500.00	У59
3500.00	У4
3500.00	У5
1200.00	У6
1200.00	У9
1200.00	У10
2000.00	У15
2000.00	У61
1200.00	У16
1800.00	У17
2000.00	У18
2000.00	У19
2000.00	У21
1800.00	У22
1800.00	У62
1000.00	У23
600.00	У24
1700.00	У25
1000.00	У26
1400.00	У27
900.00	У28
2100.00	У30
1200.00	У31
1100.00	У32
1100.00	У33
1500.00	У35
1200.00	У34
1000.00	У36
2000.00	У37
1200.00	У38
1400.00	У39
1700.00	У40
2000.00	У42
1400.00	У46
1200.00	У44
1200.00	У45
2000.00	У47
2000.00	У47
2000.00	У63
1200.00	У48
